IDPedido,FechaPedido,FechaEnvío,ModoEnvío,ID_cliente,NombreCliente,Segmento,CodigoPostal,Ciudad,Estado,Pais,Region,Mercado,IDProducto,Categoria,Subcategoria,NombreProducto,Ventas,Cantidad,Descuento,Beneficio,CostoEnvio,PrioridadPedido
CA-2012-AS10090140-41173,41173,41180,Clase estándar,AS-100901406,Adam Shillingsburg,Consumidor,10035,New York City,Nueva York,Estados Unidos,Este de EE. UU.,USCA,FUR-CH-5430,Mobiliario,Sillas,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,579.53,4,0.1,83.71,64.56,Medio
CA-2013-AS10090140-41587,41587,41591,Clase estándar,AS-100901402,Adam Shillingsburg,Consumidor,65807,Springfield,Misuri,Estados Unidos,Centro de EE. UU.,USCA,FUR-TA-3427,Mobiliario,Mesas,Bevis Round Conference Table Top & Single Column Base,1024.38,7,0,215.12,62.17,Medio
TU-2013-SF10200134-41417,41417,41420,Urgente,SF-10200134,Sarah Foster,Consumidor,,Izmir,Izmir,Turquía,Asia Occidental,Asia-Pacífico,TEC-PH-5815,Tecnología,Teléfonos,"Samsung Audio Dock, with Caller ID",934.25,14,0.6,-1331.65,363.73,Alto
CA-2014-AS10090140-41812,41812,41817,Clase estándar,AS-100901406,Adam Shillingsburg,Consumidor,10011,New York City,Nueva York,Estados Unidos,Este de EE. UU.,USCA,FUR-BO-5529,Mobiliario,Librerías,O'Sullivan Living Dimensions 5-Shelf Bookcases,353.57,2,0.2,-44.2,48.18,Alto
SG-2015-JW5220111-42108,42108,42111,Segunda clase,JW-5220111,Jane Waco,Empresarial,,Dakar,Dakar,Senegal,África Occidental,África,TEC-PH-3805,Tecnología,Teléfonos,"Cisco Smart Phone, Cordless",3908.88,6,0,1563.48,363.16,Medio
MX-2015-CC1210082-42245,42245,42249,Clase estándar,CC-1210082,Chad Cunningham,Oficina en casa,,Coyoacán,Distrito Federal,México,Centroamérica,LATAM,TEC-PH-5268,Tecnología,Teléfonos,"Motorola Smart Phone, Full Size",2142.3,5,0,556.9,363.1,Alto
ID-2015-RD1993092-42140,42140,42142,Segunda clase,RD-1993092,Russell D'Ascenzo,Consumidor,,Manukau City,Auckland,Nueva Zelanda,Oceanía,Asia-Pacífico,OFF-AP-4961,Material de oficina,Artefactos,"KitchenAid Refrigerator, Red",1900.58,6,0.4,-348.52,360.04,Alto
CM-2013-BP123022-41621,41621,41623,Urgente,BP-123022,Benjamin Patterson,Consumidor,,Yaounde,Centro,Camerún,África Central,África,OFF-AP-4733,Material de oficina,Artefactos,"Hoover Microwave, White",1840.68,6,0,496.98,359.58,Crítica
ES-2012-SA20830139-40998,40998,41002,Clase estándar,SA-20830139,Sue Ann Reed,Consumidor,,Newcastle upon Tyne,Inglaterra,Reino Unido,Europa Septentrional,Europa,FUR-BO-5950,Mobiliario,Librerías,"Sauder Classic Bookcase, Pine",2624.04,6,0,446.04,359.28,Alto
IN-2013-EM1381058-41308,41308,41312,Segunda clase,EM-1381058,Eleni McCrary,Empresarial,,Dehra Dun,Uttarakhand,India,Asia Meridional,Asia-Pacífico,FUR-BO-5762,Mobiliario,Librerías,"Safco Classic Bookcase, Pine",3076.5,7,0,215.25,359.27,Medio
IN-2014-CS12175130-41788,41788,41791,Segunda clase,CS-12175130,Charles Sheldon,Empresarial,,Bangkok,Bangkok,Tailandia,Asia Sudoriental,Asia-Pacífico,TEC-PH-5356,Tecnología,Teléfonos,"Nokia Smart Phone, with Caller ID",3181.77,6,0.17,344.97,359.09,Medio
IT-2013-JD16060120-41515,41515,41518,Urgente,JD-16060120,Julia Dunbar,Consumidor,,Santander,Cantabria,España,Europa Meridional,Europa,OFF-ST-5691,Material de oficina,Almacenamiento,"Rogers File Cart, Blue",1392.63,11,0.1,-139.56,358.96,Crítica
IN-2012-GH1466527-41074,41074,41076,Urgente,GH-1466527,Greg Hansen,Consumidor,,Cangzhou,Hebei,China,Asia Oriental,Asia-Pacífico,FUR-CH-5412,Mobiliario,Sillas,"Novimex Swivel Stool, Black",1296.24,8,0,285.12,358.85,Crítica
IN-2015-CM1193527-42244,42244,42247,Urgente,CM-1193527,Carlos Meador,Consumidor,,Shanghái,Shanghái,China,Asia Oriental,Asia-Pacífico,OFF-AP-3578,Material de oficina,Artefactos,"Breville Stove, Black",1682.91,3,0,487.98,358.51,Medio
MX-2012-JB1600093-41208,41208,41209,Urgente,JB-1600093,Joy Bell-,Consumidor,,León,León,Nicaragua,Centroamérica,LATAM,TEC-PH-5839,Tecnología,Teléfonos,"Samsung Smart Phone, Cordless",1278,3,0,89.46,358.176,Crítica
RS-2015-RB9465108-42082,42082,42086,Segunda clase,RB-9465108,Rick Bensley,Oficina en casa,,Rybinsk,Yaroslavl,Rusia,Europa Oriental,Europa,TEC-PH-5268,Tecnología,Teléfonos,"Motorola Smart Phone, Full Size",2570.76,4,0,976.8,357.89,Medio
MX-2015-RB1979518-42258,42258,42265,Clase estándar,RB-1979518,Ross Baird,Oficina en casa,,Ibiúna,São Paulo,Brasil,Sudamérica,LATAM,FUR-TA-3763,Mobiliario,Mesas,"Chromcraft Conference Table, Adjustable Height",2332.96,5,0.2,349.86,357.789,Bajo
ID-2013-PO191957-41514,41514,41514,Mismo día,PO-191957,Phillina Ober,Oficina en casa,,Gold Coast,Queensland,Australia,Oceanía,Asia-Pacífico,FUR-BO-5762,Mobiliario,Librerías,"Safco Classic Bookcase, Pine",1582.2,6,0.4,-870.3,357.21,Crítica
CA-2015-AS10090140-42264,42264,42266,Urgente,AS-100901406,Adam Shillingsburg,Consumidor,19143,Philadelphia,Pensilvania,Estados Unidos,Este de EE. UU.,USCA,TEC-AC-5138,Tecnología,Accesorios,Logitech Trackman Marble Mouse,71.98,3,0.2,19.79,16.53,Crítica
IN-2014-TS212057-41852,41852,41855,Segunda clase,TS-212057,Thomas Seio,Empresarial,,Canberra,Territorio de la Capital Australiana,Australia,Oceanía,Asia-Pacífico,FUR-TA-5053,Mobiliario,Mesas,"Lesro Coffee Table, with Bottom Storage",1512,6,0,498.96,356.84,Crítica
CA-2014-AS10090140-41812,41812,41817,Clase estándar,AS-100901406,Adam Shillingsburg,Consumidor,10011,New York City,Nueva York,Estados Unidos,Este de EE. UU.,USCA,OFF-BI-5638,Material de oficina,Archivadores,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",186.14,6,0.2,60.5,15.46,Alto
SF-2015-MV8190117-42362,42362,42365,Urgente,MV-8190117,Mike Vittorini,Consumidor,,Port Elizabeth,Cabo Oriental,Sudáfrica,África Meridional,África,TEC-PH-3148,Tecnología,Teléfonos,"Apple Smart Phone, Full Size",2550,4,0,714,355.92,Medio
CA-2015-AS10090140-42264,42264,42266,Urgente,AS-100901406,Adam Shillingsburg,Consumidor,19143,Philadelphia,Pensilvania,Estados Unidos,Este de EE. UU.,USCA,TEC-AC-5094,Tecnología,Accesorios,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.98,2,0.2,14.4,13.56,Crítica
ES-2013-BD11560139-41327,41327,41330,Urgente,BD-11560139,Brendan Dodson,Oficina en casa,,Cambridge,Inglaterra,Reino Unido,Europa Septentrional,Europa,FUR-CH-4655,Mobiliario,Sillas,"Hon Executive Leather Armchair, Black",2285.7,5,0,845.7,355.06,Alto
IN-2015-PS1876059-42288,42288,42290,Segunda clase,PS-1876059,Pamela Stobb,Consumidor,,Bandung,Java Occidental,Indonesia,Asia Sudoriental,Asia-Pacífico,FUR-BO-3648,Mobiliario,Librerías,"Bush Stackable Bookrack, Traditional",1029.26,9,0.07,10.82,354.47,Crítica
US-2015-FM1421551-42115,42115,42117,Segunda clase,FM-1421551,Filia McAdams,Empresarial,,Mixco,Guatemala,Guatemala,Centroamérica,LATAM,TEC-CO-4577,Tecnología,Copiadoras,"Hewlett Fax Machine, High-Speed",1058.28,5,0.002,-2.12,354.423,Crítica
IN-2014-CA1277558-41802,41802,41807,Clase estándar,CA-1277558,Cynthia Arntzen,Consumidor,,Kota,Chhattisgarh,India,Asia Meridional,Asia-Pacífico,TEC-PH-3149,Tecnología,Teléfonos,"Apple Smart Phone, with Caller ID",5751.54,9,0,2817.99,353.85,Medio
ES-2014-CD1279048-41899,41899,41902,Urgente,CD-1279048,Cynthia Delaney,Oficina en casa,,Munster,Baja Sajonia,Alemania,Europa Occidental,Europa,FUR-BO-5969,Mobiliario,Librerías,"Sauder Library with Doors, Traditional",2442.07,7,0.1,-244.25,353.57,Alto
IN-2015-NL1831092-42266,42266,42266,Mismo día,NL-1831092,Nancy Lomonaco,Oficina en casa,,Christchurch,Canterbury,Nueva Zelanda,Oceanía,Asia-Pacífico,OFF-ST-6046,Material de oficina,Almacenamiento,"Smead Lockers, Blue",1190.52,6,0,178.56,353.42,Crítica
IT-2015-TB2105545-42334,42334,42341,Clase estándar,TB-2105545,Ted Butterfield,Consumidor,,Vincennes,Isla de Francia,Francia,Europa Occidental,Europa,OFF-AP-4502,Material de oficina,Artefactos,"Hamilton Beach Refrigerator, Red",3150.82,7,0.1,-35.09,353.04,Medio
ES-2015-NF1847548-42248,42248,42248,Mismo día,NF-1847548,Neil Französisch,Oficina en casa,,Moers,Renania del Norte-Westfalia,Alemania,Europa Occidental,Europa,TEC-CO-3595,Tecnología,Copiadoras,"Brother Fax Machine, Color",1599.9,5,0,719.85,352.79,Crítica
IN-2015-KD1649527-42175,42175,42181,Clase estándar,KD-1649527,Keith Dawkins,Empresarial,,Chongqing,Chongqing,China,Asia Oriental,Asia-Pacífico,FUR-BO-3627,Mobiliario,Librerías,"Bush Classic Bookcase, Traditional",2063.4,5,0,123.75,352.64,Bajo
HU-2015-EH412557-42300,42300,42302,Urgente,EH-412557,Eugene Hildebrand,Oficina en casa,,Gyula,Békés,Hungría,Europa Oriental,Europa,OFF-ST-5702,Material de oficina,Almacenamiento,"Rogers Lockers, Single Width",1269.9,6,0,558.72,352.52,Alto
IN-2012-KB1660058-41136,41136,41140,Clase estándar,KB-1660058,Ken Brennan,Empresarial,,Lucknow,Uttar Pradesh,India,Asia Meridional,Asia-Pacífico,FUR-BO-3639,Mobiliario,Librerías,"Bush Library with Doors, Metal",3274.02,9,0,261.9,351.08,Medio
MX-2015-CS1246093-42259,42259,42261,Urgente,CS-1246093,Chuck Sachs,Consumidor,,Managua,Managua,Nicaragua,Centroamérica,LATAM,TEC-PH-5841,Tecnología,Teléfonos,"Samsung Smart Phone, VoIP",848.32,2,0,110.28,351.067,Crítica
CA-2015-AS10090140-42096,42096,42099,Segunda clase,AS-100901402,Adam Shillingsburg,Consumidor,65807,Springfield,Misuri,Estados Unidos,Centro de EE. UU.,USCA,OFF-ST-4516,Material de oficina,Almacenamiento,Hanging Personal Folder File,94.2,6,0,23.55,12.42,Alto
ES-2015-MG1769564-42018,42018,42020,Urgente,MG-1769564,Maureen Gnade,Consumidor,,Turin,Piamonte,Italia,Europa Meridional,Europa,TEC-CO-6012,Tecnología,Copiadoras,"Sharp Wireless Fax, Laser",2847.36,8,0,711.84,350.68,Alto
ID-2015-VF21715102-42321,42321,42323,Segunda clase,VF-21715102,Vicky Freymann,Oficina en casa,,Manila,Capital Nacional,Filipinas,Asia Sudoriental,Asia-Pacífico,FUR-CH-5380,Mobiliario,Sillas,"Novimex Executive Leather Armchair, Red",1725.75,5,0.25,-483.3,350.68,Crítica
ID-2014-AM1070559-41803,41803,41803,Mismo día,AM-1070559,Anne McFarland,Consumidor,,Medan,Sumatra Septentrional,Indonesia,Asia Sudoriental,Asia-Pacífico,TEC-CO-4568,Tecnología,Copiadoras,"Hewlett Copy Machine, Color",1479.31,6,0.07,-63.65,350.31,Alto
CA-2015-AS10090140-42264,42264,42266,Urgente,AS-100901406,Adam Shillingsburg,Consumidor,19143,Philadelphia,Pensilvania,Estados Unidos,Este de EE. UU.,USCA,FUR-FU-4050,Mobiliario,Mobiliario,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",22.51,3,0.2,2.25,5.83,Crítica
IN-2015-BP11290113-42269,42269,42272,Segunda clase,BP-11290113,Beth Paige,Consumidor,,Singapur,Singapur,Singapur,Asia Sudoriental,Asia-Pacífico,TEC-CO-4588,Tecnología,Copiadoras,"Hewlett Personal Copier, High-Speed",1282.23,9,0,12.69,349.88,Crítica
AO-2012-HZ49504-40916,40916,40921,Clase estándar,HZ-49504,Henia Zydlo,Consumidor,,Benguela,Benguela,Angola,África Central,África,FUR-BO-4850,Mobiliario,Librerías,"Ikea Classic Bookcase, Pine",2478.6,6,0,49.5,349.87,Alto
CA-2012-AS10090140-41173,41173,41180,Clase estándar,AS-100901406,Adam Shillingsburg,Consumidor,10035,New York City,Nueva York,Estados Unidos,Este de EE. UU.,USCA,FUR-FU-3844,Mobiliario,Mobiliario,"Computer Room Manger, 14""",97.44,3,0,35.08,5.5,Medio
IN-2014-EM1382566-41850,41850,41850,Mismo día,EM-1382566,Elizabeth Moffitt,Empresarial,,Himeji,Hyogo,Japón,Asia Oriental,Asia-Pacífico,TEC-CO-4578,Tecnología,Copiadoras,"Hewlett Fax Machine, Laser",959.76,3,0,460.62,348.48,Crítica
US-2015-AS10090140-42341,42341,42344,Urgente,AS-100901408,Adam Shillingsburg,Consumidor,22901,Charlottesville,Virginia,Estados Unidos,Sur de EE. UU.,USCA,OFF-AR-5285,Material de oficina,Arte,Newell 309,34.65,3,0,10.4,4.99,Medio
IN-2015-BS1180059-42124,42124,42128,Clase estándar,BS-1180059,Bryan Spruell,Oficina en casa,,Kendari,Célebes Suroriental,Indonesia,Asia Sudoriental,Asia-Pacífico,OFF-AP-4504,Material de oficina,Artefactos,"Hamilton Beach Refrigerator, White",4135.64,10,0.17,847.04,348.08,Medio
MX-2012-DV1346539-41179,41179,41181,Segunda clase,DV-1346539,Dianna Vittorini,Consumidor,,Mejicanos,San Salvador,El Salvador,Centroamérica,LATAM,FUR-BO-5951,Mobiliario,Librerías,"Sauder Classic Bookcase, Traditional",2325.28,8,0,511.52,347.815,Alto
IN-2015-MB173057-42179,42179,42183,Clase estándar,MB-173057,Maria Bertelson,Consumidor,,Sydney,Nueva Gales del Sur,Australia,Oceanía,Asia-Pacífico,FUR-BO-5948,Mobiliario,Librerías,"Sauder Classic Bookcase, Metal",5486.67,14,0.1,2316.51,346.6,Medio
IT-2012-PC19000120-41004,41004,41006,Urgente,PC-19000120,Pauline Chand,Oficina en casa,,Barcelona,Cataluña,España,Europa Meridional,Europa,OFF-ST-5700,Material de oficina,Almacenamiento,"Rogers Lockers, Blue",1523.66,8,0.1,-50.98,345.81,Alto
IT-2015-CA1231045-42223,42223,42225,Segunda clase,CA-1231045,Christine Abelman,Empresarial,,Menton,Provenza-Alpes-Costa Azul,Francia,Europa Occidental,Europa,TEC-PH-5355,Tecnología,Teléfonos,"Nokia Smart Phone, Full Size",1625.24,3,0.15,-76.57,345.78,Crítica
CA-2015-AS10090140-42096,42096,42099,Segunda clase,AS-100901402,Adam Shillingsburg,Consumidor,65807,Springfield,Misuri,Estados Unidos,Centro de EE. UU.,USCA,OFF-FA-6129,Material de oficina,Grapas,Staples,28.4,5,0,13.35,4.46,Alto
ES-2015-MB1808545-42049,42049,42051,Urgente,MB-1808545,Mick Brown,Consumidor,,Clermont-Ferrand,Auvernia,Francia,Europa Occidental,Europa,OFF-ST-6261,Material de oficina,Almacenamiento,"Tenex Lockers, Blue",734.94,4,0.1,130.62,344.98,Crítica
CA-2012-AS10090140-41266,41266,41268,Urgente,AS-100901404,Adam Shillingsburg,Consumidor,92037,San Diego,California,Estados Unidos,Oeste de EE. UU.,USCA,OFF-AP-3367,Material de oficina,Artefactos,Belkin 7-Outlet SurgeMaster Home Series,13.97,1,0,3.63,2.16,Alto
RO-2013-DB3660107-41503,41503,41505,Segunda clase,DB-3660107,Duane Benoit,Consumidor,,Buzau,Buzau,Rumania,Europa Oriental,Europa,FUR-CH-5456,Mobiliario,Sillas,"Office Star Swivel Stool, Red",1391.52,8,0,69.36,344.5,Crítica
CA-2013-AS10090140-41587,41587,41591,Clase estándar,AS-100901402,Adam Shillingsburg,Consumidor,65807,Springfield,Misuri,Estados Unidos,Centro de EE. UU.,USCA,OFF-EN-2848,Material de oficina,Sobres,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",26.22,3,0,12.32,2.15,Medio
MX-2013-BG1174018-41493,41493,41494,Urgente,BG-1174018,Bruce Geld,Consumidor,,Bayeux,Paraíba,Brasil,Sudamérica,LATAM,OFF-AP-4960,Material de oficina,Artefactos,"KitchenAid Refrigerator, Black",2461.06,7,0,566.02,343.809,Alto
CA-2014-AS10090140-41812,41812,41817,Clase estándar,AS-100901406,Adam Shillingsburg,Consumidor,10011,New York City,Nueva York,Estados Unidos,Este de EE. UU.,USCA,OFF-BI-6094,Material de oficina,Archivadores,SpineVue Locking Slant-D Ring Binders by Cardinal,36.56,5,0.2,12.8,2.02,Alto
CA-2014-AS10090140-41762,41762,41766,Clase estándar,AS-100901402,Adam Shillingsburg,Consumidor,75061,Irving,Texas,Estados Unidos,Centro de EE. UU.,USCA,OFF-ST-3078,Material de oficina,Almacenamiento,Akro Stacking Bins,18.94,3,0.2,-3.79,1.79,Medio
IN-2013-KB1631578-41495,41495,41497,Urgente,KB-1631578,Karl Braun,Consumidor,,Kuala Lumpur,Kuala Lumpur,Malasia,Asia Sudoriental,Asia-Pacífico,TEC-MA-5005,Tecnología,Máquinas,"Konica Card Printer, Wireless",1226.19,7,0,612.99,340.09,Crítica
ID-2014-PK190757-41691,41691,41692,Urgente,PK-190757,Pete Kriz,Consumidor,,Perth,Australia Occidental,Australia,Oceanía,Asia-Pacífico,FUR-TA-3359,Mobiliario,Mesas,"Barricks Wood Table, with Bottom Storage",1809.26,5,0.3,-258.5,339.47,Alto
ID-2013-CS121757-41473,41473,41474,Urgente,CS-121757,Charles Sheldon,Empresarial,,Darwin,Territorio del Norte,Australia,Oceanía,Asia-Pacífico,TEC-AC-3402,Tecnología,Accesorios,"Belkin Router, Bluetooth",1863,8,0.1,393.24,339.06,Alto
CA-2014-AS10090140-41894,41894,41899,Clase estándar,AS-100901402,Adam Shillingsburg,Consumidor,60653,Chicago,Illinois,Estados Unidos,Centro de EE. UU.,USCA,OFF-LA-6021,Material de oficina,Etiquetas,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,6,2,0.2,2.1,1.46,Alto
ES-2015-AF1088545-42103,42103,42106,Urgente,AF-1088545,Art Foster,Consumidor,,Bayeux,Normandía,Francia,Europa Occidental,Europa,OFF-ST-6049,Material de oficina,Almacenamiento,"Smead Lockers, Wire Frame",1244.19,7,0.1,-13.92,338.33,Crítica
ES-2013-SJ2050045-41443,41443,41445,Segunda clase,SJ-2050045,Shirley Jackson,Consumidor,,Lens,Norte-Paso de Calais-Picardía,Francia,Europa Occidental,Europa,FUR-TA-3343,Mobiliario,Mesas,"Barricks Conference Table, Adjustable Height",2364.1,4,0.35,-218.3,338.1,Medio
ES-2014-DM1295545-42004,42004,42006,Urgente,DM-1295545,Dario Medina,Empresarial,,Lannion,Bretaña,Francia,Europa Occidental,Europa,TEC-CO-4590,Tecnología,Copiadoras,"Hewlett Wireless Fax, Color",1946.31,6,0.15,114.45,337.93,Alto
CA-2014-AS10090140-41762,41762,41766,Clase estándar,AS-100901402,Adam Shillingsburg,Consumidor,75061,Irving,Texas,Estados Unidos,Centro de EE. UU.,USCA,OFF-ST-6158,Material de oficina,Almacenamiento,Sterilite Show Offs Storage Containers,12.67,3,0.2,-3.17,1.42,Medio
IT-2013-CC1261048-41289,41289,41291,Urgente,CC-1261048,Corey Catlett,Empresarial,,Iserlohn,Renania del Norte-Westfalia,Alemania,Europa Occidental,Europa,OFF-AP-4497,Material de oficina,Artefactos,"Hamilton Beach Microwave, Black",2283.71,9,0.1,-0.22,337.07,Alto
CG-2013-BW106533-41437,41437,41439,Urgente,BW-106533,Barry Weirich,Consumidor,,Kalemie,Katanga,República Democrática del Congo,África Central,África,TEC-PH-5840,Tecnología,Teléfonos,"Samsung Smart Phone, Full Size",2549.76,4,0,1172.88,336.65,Medio
IN-2015-BE114557-42080,42080,42085,Segunda clase,BE-114557,Brad Eason,Oficina en casa,,Sydney,Nueva Gales del Sur,Australia,Oceanía,Asia-Pacífico,TEC-CO-4568,Tecnología,Copiadoras,"Hewlett Copy Machine, Color",3299.56,14,0.1,366.28,336.02,Medio
ES-2013-TG2164014-41591,41591,41595,Clase estándar,TG-2164014,Trudy Glocke,Consumidor,,Ghent,Flanders Oriental,Bélgica,Europa Occidental,Europa,OFF-AP-3867,Material de oficina,Artefactos,"Cuisinart Microwave, White",2489.4,9,0,273.78,335.95,Alto
CA-2014-AS10090140-41762,41762,41766,Clase estándar,AS-100901402,Adam Shillingsburg,Consumidor,75061,Irving,Texas,Estados Unidos,Centro de EE. UU.,USCA,OFF-LA-3224,Material de oficina,Etiquetas,Avery 502,5.04,2,0.2,1.76,1.35,Medio
CA-2015-AS10090140-42264,42264,42266,Urgente,AS-100901406,Adam Shillingsburg,Consumidor,19143,Philadelphia,Pensilvania,Estados Unidos,Este de EE. UU.,USCA,OFF-BI-3473,Material de oficina,Archivadores,Binder Posts,3.44,2,0.7,-2.76,1.31,Crítica
ES-2015-VM2168545-42140,42140,42143,Urgente,VM-2168545,Valerie Mitchum,Oficina en casa,,Marseille,Provenza-Alpes-Costa Azul,Francia,Europa Occidental,Europa,FUR-BO-5971,Mobiliario,Librerías,"Sauder Stackable Bookrack, Mobile",1189.24,9,0.1,250.99,334.23,Alto
CA-2013-AS10090140-41587,41587,41591,Clase estándar,AS-100901402,Adam Shillingsburg,Consumidor,65807,Springfield,Misuri,Estados Unidos,Centro de EE. UU.,USCA,OFF-BI-3473,Material de oficina,Archivadores,Binder Posts,17.22,3,0,7.92,1.3,Medio
MX-2015-SC2069539-42360,42360,42362,Urgente,SC-2069539,Steve Chapman,Empresarial,,Soyapango,San Salvador,El Salvador,Centroamérica,LATAM,FUR-CH-4530,Mobiliario,Sillas,"Harbour Creations Executive Leather Armchair, Adjustable",1269.6,4,0,355.44,333.148,Alto
ID-2014-SN2056097-41896,41896,41896,Mismo día,SN-2056097,Skye Norling,Oficina en casa,,Lahore,Punyab,Pakistán,Asia Meridional,Asia-Pacífico,TEC-PH-3148,Tecnología,Teléfonos,"Apple Smart Phone, Full Size",3499.16,11,0.5,-3009.44,333.1,Medio
ID-2014-CD122807-41646,41646,41652,Clase estándar,CD-122807,Christina DeMoss,Consumidor,,Sydney,Nueva Gales del Sur,Australia,Oceanía,Asia-Pacífico,FUR-TA-5059,Mobiliario,Mesas,"Lesro Conference Table, Rectangular",2993.03,5,0.3,726.83,333.06,Medio
ES-2015-CC1210045-42182,42182,42182,Mismo día,CC-1210045,Chad Cunningham,Oficina en casa,,Grenoble,Auvernia-Ródano-Alpes,Francia,Europa Occidental,Europa,TEC-CO-3595,Tecnología,Copiadoras,"Brother Fax Machine, Color",815.95,3,0.15,287.92,333.02,Crítica
ES-2013-BG1103544-41468,41468,41471,Segunda clase,BG-1103544,Barry Gonzalez,Consumidor,,Espoo,Uusimaa,Finlandia,Europa Septentrional,Europa,TEC-MA-5502,Tecnología,Máquinas,"Okidata Inkjet, White",1245,4,0,161.76,332.96,Crítica
IN-2015-CC125507-42046,42046,42046,Mismo día,CC-125507,Clay Cheatham,Consumidor,,Whyalla,Australia del Sur,Australia,Oceanía,Asia-Pacífico,TEC-CO-3706,Tecnología,Copiadoras,"Canon Personal Copier, Laser",1027.73,8,0.1,182.69,332.2,Crítica
IN-2015-AB101057-42153,42153,42160,Clase estándar,AB-101057,Adrian Barton,Consumidor,,Adelaide,Australia del Sur,Australia,Oceanía,Asia-Pacífico,TEC-CO-3609,Tecnología,Copiadoras,"Brother Wireless Fax, Digital",1703.03,5,0.1,737.93,332.14,Bajo
IN-2015-SV2078559-42110,42110,42112,Segunda clase,SV-2078559,Stewart Visinsky,Consumidor,,Medan,Sumatra Septentrional,Indonesia,Asia Sudoriental,Asia-Pacífico,OFF-ST-6049,Material de oficina,Almacenamiento,"Smead Lockers, Wire Frame",1803.08,11,0.17,-130.39,332.13,Alto
ES-2015-HW1493545-42335,42335,42337,Urgente,HW-1493545,Helen Wasserman,Empresarial,,Ivry-sur-Seine,Isla de Francia,Francia,Europa Occidental,Europa,FUR-BO-5798,Mobiliario,Librerías,"Safco Stackable Bookrack, Pine",676.49,5,0.1,195.29,330.51,Crítica
IN-2012-AS1028558-41221,41221,41223,Urgente,AS-1028558,Alejandro Savely,Empresarial,,Kanpur,Uttar Pradesh,India,Asia Meridional,Asia-Pacífico,FUR-CH-5447,Mobiliario,Sillas,"Office Star Rocking Chair, Black",969.36,7,0,348.81,330.01,Crítica
ES-2015-LD1685545-42265,42265,42265,Mismo día,LD-1685545,Lela Donovan,Empresarial,,Saint-Laurent-du-Var,Provenza-Alpes-Costa Azul,Francia,Europa Occidental,Europa,FUR-BO-3639,Mobiliario,Librerías,"Bush Library with Doors, Metal",1637.01,5,0.1,90.81,329.73,Alto
